"","pID","condition","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","actuallyEstimated","gamma","delta","value"
"78","207","uniform",0.00900900900900901,0.0195495495495495,0.00900900900900901,0.0495495495495495,0.103513513513513,0.147747747747748,0.304054054054054,0.194414414414414,0.145135135135135,0.00900900900900901,0.00900900900900901,25,"male",1,1,1.35666425352363,3.20869460171693,0.00748317270387375
"79","23","uniform",0.0297324083250743,0.0263086764573385,0.0691954230110821,0.0865843769708983,0.0313541760518966,0.0263086764573385,0.456167222272277,0.0710874853590414,0.0708171907379043,0.0643301198306154,0.0681142445265339,20,"female",1,1,7.39408084658837,19.1251078180044,0.0909873825321851
"80","24","uniform",0.0290938569627094,0.0392722032066294,0.041794271302468,0.0567465321563682,0.0858403891190776,0.102504053323725,0.149072239236174,0.201765447667087,0.159700954782922,0.124031705998919,0.01017834624392,20,"female",1,1,0.430191632753693,0.601410849300675,0.00430450096486559
"81","25","uniform",0.00972972972972973,0.0777477477477477,0.0726126126126126,0.0785585585585585,0.134774774774775,0.156306306306306,0.156396396396396,0.101351351351351,0.0977477477477477,0.0782882882882883,0.0364864864864865,31,"female",1,1,0.197416722772499,0.658617322073066,0.00527904798984495
"82","26","uniform",0.0107197549770291,0.0381046752544816,0.0384650031528691,0.0403567246194037,0.0363931177371408,0.0848572200702639,0.132600666606612,0.199891901630484,0.243761823259166,0.163769029817134,0.0110800828754166,19,"female",1,1,0.837705344204175,0.864098918018591,0.00568653894803961
"83","27","uniform",0.0285662791745517,0.0209966657655222,0.0209966657655222,0.0209966657655222,0.0209966657655222,0.0209966657655222,0.0209966657655222,0.0209966657655222,0.782463728935748,0.0209966657655222,0.0209966657655222,39,"female",1,1,14.4353508578997,13.220126851044,0.0140972275504727
"84","28","uniform",0.0118028651229841,0.034057122263267,0.0485629335976214,0.0673033606631228,0.084422020001802,0.0993783223713848,0.150554103973331,0.189116136588882,0.224254437336697,0.0804576988917921,0.0100909991891161,27,"female",1,1,0.573919733945645,0.896524480831855,0.00804907797084229
"85","29","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.03,0.036036036036036,0.174864864864865,0.27018018018018,0.267297297297297,0.176576576576577,0.00900900900900901,20,"female",1,1,1.61218627753657,1.85361592944066,0.00282300582489873
"86","32","uniform",0.0911711711711712,0.0909009009009009,0.0954054054054054,0.0917117117117117,0.0894594594594595,0.0923423423423423,0.0928828828828829,0.0891891891891892,0.0872072072072072,0.0901801801801802,0.0895495495495496,20,"female",1,1,1e-07,0.0160684909228669,0.0199931491999713
"87","33","uniform",0.0936936936936937,0.0942342342342342,0.0913513513513513,0.0930630630630631,0.0927027027027027,0.0883783783783784,0.088018018018018,0.0889189189189189,0.0921621621621622,0.0908108108108108,0.0866666666666667,24,"female",1,1,1e-07,0.00916522122171302,0.0199390013656615
"88","35","uniform",0.0105386416861827,0.0105386416861827,0.0105386416861827,0.0105386416861827,0.0105386416861827,0.0105386416861827,0.0105386416861827,0.170780039632499,0.576923076923077,0.147721131327689,0.030805260313457,35,"female",1,1,6.99327704932798,6.52811880238012,0.00416252281729947
"89","36","uniform",0.027299756734841,0.027299756734841,0.0484728353905757,0.0832507433102081,0.027299756734841,0.453554374267952,0.0505450941526264,0.07090728894495,0.156770880259483,0.027299756734841,0.027299756734841,50,"female",1,1,0.712152602187508,2.47422107458272,0.119037579020246
"90","38","uniform",0.0234234234234234,0.0234234234234234,0.0234234234234234,0.0617117117117117,0.148378378378378,0.381351351351351,0.25018018018018,0.0234234234234234,0.0391891891891892,0.0159459459459459,0.00954954954954955,20,"female",1,1,3.05346174633373,11.4784963991379,0.0110630487795545
"91","4","uniform",0.0110800828754166,0.0107197549770291,0.0116205747229979,0.0531483650121611,0.139176650752184,0.187010179263129,0.188091162958292,0.14133861814251,0.193586163408702,0.0531483650121611,0.0110800828754166,21,"female",1,1,0.659003136655474,1.49355123438582,0.0064951573530575
"92","40","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.020990990990991,0.0847747747747748,0.108738738738739,0.126666666666667,0.193423423423423,0.256396396396396,0.172972972972973,0.00900900900900901,21,"female",1,1,0.765622612845308,0.767270469178624,0.00326497084618556
"93","41","uniform",0.0132420502657418,0.103864516710206,0.115395009458607,0.0330600846770561,0.00999909918025403,0.102243041167462,0.0660300873795154,0.00900819745968832,0.434915773353752,0.0165750833258265,0.0956670570218899,47,"female",1,1,6.03151202123646,5.70882156308681,0.137125848627722
"94","42","uniform",0.0214414414414414,0.00900900900900901,0.00900900900900901,0.0304504504504505,0.00900900900900901,0.00900900900900901,0.044054054054054,0.0651351351351351,0.040990990990991,0.031981981981982,0.72990990990991,51,"female",1,1,0.0478354917306862,0.0167378493173504,0.597845936373144
"95","43","uniform",0.00900900900900901,0.725045045045045,0.0126126126126126,0.00900900900900901,0.0887387387387387,0.00900900900900901,0.0561261261261261,0.00900900900900901,0.00900900900900901,0.0217117117117117,0.0507207207207207,79,"female",1,1,1e-07,14.2896319515527,0.043153210158119
