"","pID","condition","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","actuallyEstimated","beta","value","gamma"
"1","101","peaked",0.0399171021805731,0.0173905208145612,0.0173905208145612,0.0282032798702469,0.0173905208145612,0.066228149216075,0.0173905208145612,0.675527122003965,0.0545143269057488,0.0173905208145612,0.0486574157505857,62,"female",1,1,NA,0.53396510624333,9.99999999473644e-08
"2","102","peaked",0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.100693506259569,0.812573178420247,0.00963703503557597,0.00963703503557597,18,"female",1,1,NA,0.00261111008910244,5.51765718927646
"3","103","peaked",0.00900982070456798,0.0267591674925669,0.00900982070456798,0.0238760248671052,0.0443283178664745,0.00900982070456798,0.0165780700964051,0.00900982070456798,0.00900982070456798,0.785926660059465,0.0574826560951437,35,"female",1,1,NA,0.957932906279169,9.99999999473644e-08
"4","104","peaked",0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.276501846347834,0.628658921012339,0.0105376925155363,0.0105376925155363,24,"female",1,1,NA,0.0119346642298914,0.751259065854502
"5","105","peaked",0.0127015584181605,0.0127015584181605,0.0303576254391496,0.0496351680028826,0.0496351680028826,0.0127015584181605,0.0919736960634177,0.639401855688677,0.0754886947121881,0.0127015584181605,0.0127015584181605,22,"female",1,1,NA,0.479936636848276,1e-07
"6","106","peaked",0.0312528145546249,0.0312528145546249,0.0312528145546249,0.0312528145546249,0.0312528145546249,0.0312528145546249,0.0312528145546249,0.0312528145546249,0.460866432495722,0.257858236512654,0.0312528145546249,21,"female",1,1,NA,0.105908981962053,9.99999998363421e-08
"7","107","peaked",0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.636494641087994,0.187606953075745,0.0195442673151401,0.0195442673151401,20,"female",1,1,NA,0.370615701284569,9.99999999473644e-08
"8","108","peaked",0.022518465141416,0.0144118176905062,0.0144118176905062,0.0144118176905062,0.0144118176905062,0.0144118176905062,0.0380111691587101,0.107007746352009,0.731579895514322,0.0144118176905062,0.0144118176905062,22,"female",1,1,NA,0.00758213438709956,2.66721475584914
"9","110","peaked",0.0297297297297297,0.0297297297297297,0.0297297297297297,0.0297297297297297,0.0297297297297297,0.276576576576577,0.0297297297297297,0.0297297297297297,0.455855855855856,0.0297297297297297,0.0297297297297297,49,"female",1,1,NA,0.0963475742000086,9.99999999473644e-08
"10","112","peaked",0.0181064768939735,0.0556706603008738,0.0301774614899559,0.0096387712818665,0.0096387712818665,0.0096387712818665,0.0581028736149896,0.724349157733537,0.0096387712818665,0.0435996757048914,0.0314386091343122,19,"female",1,1,NA,0.634423517049859,9.99999999473644e-08
"11","113","peaked",0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0490858326578402,0.276501846347834,0.588129334414122,0.012248941727461,0.0108078897595245,22,"female",1,1,NA,0.0117779613448698,0.333784203325544
"12","114","peaked",0.0116216216216216,0.00954954954954955,0.011981981981982,0.0110810810810811,0.01,0.0114414414414414,0.0726126126126126,0.118648648648649,0.63045045045045,0.103063063063063,0.00954954954954955,34,"female",1,1,NA,0.0132829310420173,0.616448225176967
"13","115","peaked",0.00927844338347896,0.0205386902080894,0.588235294117647,0.0483740203585263,0.0669309071254842,0.136924601387262,0.0205386902080894,0.0567516439960364,0.0205386902080894,0.0205386902080894,0.0113503287992073,51,"female",1,1,NA,0.716927622781454,9.99999998363421e-08
