"","pID","condition","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","actuallyEstimated","gamma","value"
"11","124","uniform",0.0106306306306306,0.0211711711711712,0.0211711711711712,0.0211711711711712,0.0211711711711712,0.0441441441441441,0.0924324324324324,0.227207207207207,0.291261261261261,0.24027027027027,0.00936936936936937,28,"male",1,1,1.69562336880561,0.00588495753702674
"12","125","uniform",0.00900819745968832,0.0180163949193766,0.0270245923790649,0.0330600846770561,0.0403567246194037,0.0934150076569678,0.150797225475182,0.194847311053058,0.230790018917215,0.193676245383299,0.00900819745968832,24,"male",1,1,0.803570597928306,0.00173842962721006
"13","127","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.036036036036036,0.20981981981982,0.682072072072072,0.00900900900900901,0.00900900900900901,19,"male",1,1,9.6965020105747,0.00731946973903968
"14","13","uniform",0.0141415961088092,0.0141415961088092,0.0141415961088092,0.256800576472708,0.0141415961088092,0.0141415961088092,0.0413439019996397,0.0141415961088092,0.40362096919474,0.0141415961088092,0.199243379571248,18,"female",1,1,0.156797356864584,0.199614443509764
"15","130","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0963963963963964,0.245135135135135,0.306486486486486,0.177477477477477,0.12045045045045,21,"male",1,1,2.07698802218696,0.0198909292181643
"16","131","uniform",0.0841441441441441,0.0823423423423423,0.0393693693693694,0.0841441441441441,0.0393693693693694,0.0716216216216216,0.0393693693693694,0.0413513513513514,0.454144144144144,0.0413513513513514,0.0227927927927928,28,"male",1,1,5.81326297845439,0.0980890481811525
"17","133","uniform",0.0093702135327507,0.0113523740877557,0.0106315884313902,0.0100009009820705,0.00955040994684206,0.0782052437156501,0.249301738895396,0.306333903955311,0.23002072258762,0.0755923957113253,0.00964050815388774,23,"male",1,1,1.03881374748604,0.0337818249863943
"18","134","uniform",0.0754954954954955,0.167567567567568,0.0976576576576576,0.10954954954955,0.0635135135135135,0.0362162162162162,0.0447747747747748,0.0618018018018018,0.197657657657658,0.0959459459459459,0.0498198198198198,30,"male",1,1,9.99999999473644e-08,0.0339793389171851
"19","135","uniform",0.0941441441441442,0.0886486486486487,0.0535135135135135,0.021981981981982,0.021981981981982,0.0712612612612613,0.0906306306306306,0.455405405405405,0.021981981981982,0.033963963963964,0.0464864864864865,60,"male",1,1,0.327271691082839,0.153328930408294
"20","136","uniform",0.00973060636093342,0.0284710334264348,0.0395531128930534,0.0498243084962609,0.0678439499053969,0.0707270925308586,0.118389044058023,0.183890440580232,0.242003784124696,0.179385530227948,0.0101810973961618,19,"male",1,1,0.682143927713827,0.00624984514586386
"21","137","uniform",0.101774295235522,0.115734486174908,0.131225794830226,0.0724128613888138,0.128613888138341,0.0481851751778798,0.0799783842204809,0.0708817436728812,0.094569035395839,0.0857425920922273,0.0708817436728812,44,"male",1,1,9.99999999473644e-08,0.0250766370119661
"22","139","uniform",0.0690027925412125,0.0690027925412125,0.0692730384650031,0.0682821367444374,0.0753986127375912,0.109809927033601,0.113683451941267,0.125123862715071,0.155391406179623,0.12224123952797,0.0227907395730114,21,"male",1,1,0.13386171444755,0.00851796374500276
"23","14","uniform",0.00900738605656638,0.0180147721131328,0.0180147721131328,0.0180147721131328,0.0144118176905062,0.12069897315799,0.227436497928301,0.387047378850658,0.156728517384255,0.0216177265357593,0.00900738605656638,26,"female",1,1,0.778165749094654,0.0744231766340101
"24","140","uniform",0.012069897315799,0.012069897315799,0.012069897315799,0.062691406953702,0.154296523148982,0.249864889209152,0.35750315258512,0.0760223383174203,0.0392722032066294,0.012069897315799,0.012069897315799,23,"male",1,1,0.178865508197425,0.105568552601208
"25","141","uniform",0.0793622196198541,0.0404468065940005,0.0264841005314836,0.149806323754617,0.164669849563102,0.142599765786866,0.158183947392127,0.0874695973335735,0.0738672191694442,0.0675614809476624,0.00954868930726962,53,"male",1,1,0.0835621523495203,0.0262954838244386
"26","142","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0720720720720721,0.193963963963964,0.300810810810811,0.37009009009009,0.00900900900900901,20,"male",1,1,1.94808558446857,0.0352298621579467
"27","143","uniform",0.00900900900900901,0.039009009009009,0.0781081081081081,0.135135135135135,0.431261261261261,0.15018018018018,0.121261261261261,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,40,"male",1,1,1e-07,0.142427443932069
"28","144","uniform",0.0152252252252252,0.0286486486486486,0.0394594594594595,0.0868468468468468,0.168558558558559,0.316126126126126,0.163873873873874,0.101351351351351,0.0399099099099099,0.025045045045045,0.014954954954955,18,"male",1,1,0.105247063529889,0.0676752205764052
"29","145","uniform",0.0906962082320094,0.0916869314599658,0.0906962082320094,0.0906962082320094,0.0906962082320094,0.0920471944519499,0.0906962082320094,0.0906962082320094,0.0906962082320094,0.0906962082320094,0.0906962082320094,18,"male",1,1,1e-07,0.0201097139459172
"30","146","uniform",0.00900900900900901,0.011981981981982,0.0491891891891892,0.056036036036036,0.0596396396396396,0.0734234234234234,0.129189189189189,0.441531531531532,0.104504504504504,0.0564864864864865,0.00900900900900901,24,"male",1,1,0.603672079070029,0.0929614072647534
"31","148","uniform",0.0197226224783862,0.0197226224783862,0.0197226224783862,0.0197226224783862,0.0226945244956772,0.0960914985590778,0.723432997118156,0.0197226224783862,0.0197226224783862,0.0197226224783862,0.0197226224783862,20,"male",1,1,0.307987387482552,0.405710179557761
"32","149","uniform",0.0634234234234234,0.0186486486486486,0.0288288288288288,0.0105405405405405,0.0200900900900901,0.0105405405405405,0.0821621621621621,0.637027027027027,0.0461261261261261,0.0105405405405405,0.0720720720720721,35,"male",1,1,1.23847614727709,0.274808995304707
"33","15","uniform",0.00936936936936937,0.0630630630630631,0.106936936936937,0.143063063063063,0.147027027027027,0.134594594594595,0.142252252252252,0.0910810810810811,0.0793693693693694,0.0738738738738739,0.00936936936936937,28,"female",1,1,0.0250289732493776,0.00875719145487515
"34","150","uniform",0.021619673903252,0.021619673903252,0.0245022970903522,0.021619673903252,0.021619673903252,0.021619673903252,0.021619673903252,0.183496982253851,0.453562742095307,0.187100261237726,0.021619673903252,18,"male",1,1,4.34614727016458,0.013257876989432
"35","151","uniform",0.0208108108108108,0.0282882882882883,0.0301801801801802,0.0105405405405405,0.0773873873873874,0.0320720720720721,0.0105405405405405,0.0105405405405405,0.718108108108108,0.0105405405405405,0.050990990990991,44,"male",1,1,13.4035962148591,0.0397441045545674
"36","152","uniform",0.00900819745968832,0.0892712368255112,0.0255832807855148,0.0101792631294478,0.108728943338438,0.0892712368255112,0.00900819745968832,0.562111521484551,0.0159445095036483,0.00900819745968832,0.0718854157283128,23,"male",1,1,0.388487392233793,0.239734523982178
"37","153","uniform",0.00900900900900901,0.0161261261261261,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.020990990990991,0.0548648648648649,0.187027027027027,0.421261261261261,0.17954954954955,0.0841441441441441,26,"male",1,1,3.64758979318026,0.0163049450425177
"38","154","uniform",0.0144144144144144,0.0275675675675676,0.0527927927927928,0.0609009009009009,0.0934234234234234,0.112972972972973,0.161351351351351,0.213783783783784,0.141441441441441,0.105405405405405,0.0159459459459459,18,"male",1,1,0.292828833552567,0.00722187520937139
"39","155","uniform",0.029552211910983,0.029552211910983,0.029552211910983,0.029552211910983,0.029552211910983,0.029552211910983,0.151094693215605,0.580052256960086,0.0417154698621497,0.0357689881971349,0.014055320299126,21,"male",1,1,0.933547201812462,0.207746994298472
"40","156","uniform",0.0912448207530175,0.0906143037290578,0.0897135651234012,0.0911547468924518,0.0928661502431994,0.0915150423347145,0.0880922356332192,0.0904341560079265,0.0933165195460278,0.0898036389839669,0.0912448207530175,25,"male",1,1,0.000182922409688877,0.0203723149964066
"41","157","uniform",0.0092809515227969,0.0092809515227969,0.0092809515227969,0.0092809515227969,0.0458641196612002,0.0898360064876554,0.178951162371598,0.270409082717607,0.359253919625158,0.0092809515227969,0.0092809515227969,27,"male",1,1,1.72594099732027,0.0476849855159038
"42","158","uniform",0.00963790308052603,0.0106287155467483,0.00990812466222302,0.011799675734102,0.010448567825617,0.011529454152405,0.0617005944874797,0.538821833903801,0.292379751396145,0.0330571068275986,0.0100882723833544,21,"male",1,1,2.86195059980947,0.114648339042002
"43","159","uniform",0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.0486530318046671,0.0909090909090909,0.057392557888098,0.239481034327417,0.455987025858185,0.0625281556897018,0.00900982070456798,18,"male",1,1,4.73699878532563,0.0247884973392734
"44","161","uniform",0.00981981981981982,0.00981981981981982,0.00981981981981982,0.00981981981981982,0.0304504504504505,0.052972972972973,0.177927927927928,0.212792792792793,0.187657657657658,0.289099099099099,0.00981981981981982,27,"male",1,1,0.982990563048634,0.0146881955439171
"45","162","uniform",0.0516309244908993,0.17877094972067,0.0516309244908993,0.0516309244908993,0.0516309244908993,0.0502793296089385,0.0516309244908993,0.0516309244908993,0.357902324743197,0.0516309244908993,0.0516309244908993,34,"male",1,1,9.99999999473644e-08,0.0957431238483421
"46","163","uniform",0.0117117117117117,0.0573873873873874,0.0608108108108108,0.0593693693693694,0.0588288288288288,0.454054054054054,0.0601801801801802,0.0597297297297297,0.0586486486486486,0.0593693693693694,0.0599099099099099,35,"male",1,1,0.0747487158781585,0.139947036208098
"47","164","uniform",0.00964224565197801,0.00964224565197801,0.183202667387582,0.00964224565197801,0.00964224565197801,0.00964224565197801,0.00964224565197801,0.00964224565197801,0.724520140578535,0.0151392268180589,0.00964224565197801,21,"male",1,1,13.5780770607012,0.0607710937540811
"48","165","uniform",0.00900900900900901,0.0108108108108108,0.0256756756756757,0.0110810810810811,0.00900900900900901,0.00900900900900901,0.281711711711712,0.360900900900901,0.252882882882883,0.0203603603603604,0.00954954954954955,29,"male",1,1,1.37490526742822,0.0745333208358402
"49","166","uniform",0.0102693451040447,0.0130618863165481,0.00900819745968832,0.0235113953697865,0.0294568056931808,0.0703540221601657,0.107197549770291,0.193315917484911,0.501126024682461,0.0326096748040717,0.0100891811548509,28,"male",1,1,5.71686010507453,0.0319609310164906
"50","168","uniform",0.00900900900900901,0.114594594594595,0.112072072072072,0.108558558558559,0.133513513513514,0.105855855855856,0.118918918918919,0.0963063063063063,0.0954954954954955,0.0966666666666667,0.00900900900900901,23,"male",1,1,9.99999999473644e-08,0.00144401890163596
"51","17","uniform",0.0118018018018018,0.0848648648648649,0.0935135135135135,0.0855855855855856,0.0734234234234234,0.157117117117117,0.0953153153153153,0.0973873873873874,0.146486486486487,0.145315315315315,0.00918918918918919,24,"female",1,1,0.0757951864671438,0.00597882720844492
"52","171","uniform",0.00900900900900901,0.018018018018018,0.018018018018018,0.0240540540540541,0.036036036036036,0.066036036036036,0.100900900900901,0.0939639639639639,0.141801801801802,0.214774774774775,0.277387387387387,19,"male",1,1,0.382403341009425,0.0982106837872055
"53","173","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0118918918918919,0.0313513513513513,0.057027027027027,0.209459459459459,0.437477477477477,0.207747747747748,0.00900900900900901,24,"male",1,1,3.71245024908174,0.00570552495110842
"54","174","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.015045045045045,0.020990990990991,0.0590990990990991,0.266576576576577,0.584234234234234,0.00900900900900901,0.00900900900900901,23,"male",1,1,7.33775018724318,0.0167832339783128
"55","175","uniform",0.0101774295235522,0.203818787715032,0.237863640457534,0.219129964874358,0.235251733765649,0.0428712960461137,0.0101774295235522,0.0101774295235522,0.0101774295235522,0.0101774295235522,0.0101774295235522,30,"male",1,1,9.99999999473644e-08,0.0973541831419423
"56","177","uniform",0.00900900900900901,0.00936936936936937,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.909549549549549,0.00900900900900901,0.00900900900900901,30,"male",1,1,22.7339193011033,0.00353396745921494
"57","178","uniform",0.0110840767775074,0.0110840767775074,0.0939893664954492,0.0110840767775074,0.0110840767775074,0.63206271965396,0.185275299630531,0.0110840767775074,0.0110840767775074,0.0110840767775074,0.0110840767775074,24,"male",1,1,0.114856830638744,0.330101960423463
"58","179","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.235405405405405,0.683513513513514,0.00900900900900901,0.00900900900900901,33,"male",1,1,9.53819641325156,0.00744852891539912
"59","180","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.908468468468469,0.0104504504504505,0.00900900900900901,37,"male",1,1,22.6237085652911,0.00361093063925541
"60","181","uniform",0.0390990990990991,0.0390990990990991,0.0390990990990991,0.0390990990990991,0.0390990990990991,0.0390990990990991,0.205765765765766,0.358918918918919,0.122522522522523,0.0390990990990991,0.0390990990990991,35,"male",1,1,0.604981270718403,0.0700319591844255
"61","183","uniform",0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.0381947572290785,0.0980091883614089,0.258805513016845,0.541933159174849,0.00900819745968832,0.00900819745968832,19,"male",1,1,6.46021774689049,0.0244871868446112
"62","184","uniform",0.0092809515227969,0.0092809515227969,0.0092809515227969,0.0092809515227969,0.0092809515227969,0.0285637051721031,0.0617228329428726,0.160659578302397,0.448729500810957,0.244638673634889,0.0092809515227969,30,"male",1,1,3.67998639959709,0.0164745716145268
"63","185","uniform",0.00936683779158786,0.00936683779158786,0.00936683779158786,0.00936683779158786,0.00936683779158786,0.00936683779158786,0.00936683779158786,0.0094569035395839,0.906241556336125,0.00936683779158786,0.00936683779158786,26,"male",1,1,22.4287068343083,0.0037705887386846
"64","188","uniform",0.0136924601387262,0.0114404107738042,0.00999909918025403,0.00990901720565715,0.139176650752184,0.173858210971985,0.0113503287992073,0.351409782902441,0.00918836140888208,0.175029276641744,0.0949464012251148,25,"male",1,1,0.338130913375425,0.0982676753295414
"65","189","uniform",0.0273046769397134,0.0273046769397134,0.0273046769397134,0.0273046769397134,0.0273046769397134,0.0297377669640443,0.0273046769397134,0.0273046769397134,0.724520140578535,0.0273046769397134,0.0273046769397134,25,"male",1,1,13.0783073375982,0.0275877047662887
"66","190","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0920720720720721,0.322702702702703,0.513153153153153,0.00900900900900901,0.00900900900900901,23,"male",1,1,5.72575379877488,0.0287806150962832
"67","192","uniform",0.0801801801801802,0.131171171171171,0.0418918918918919,0.0668468468468468,0.0510810810810811,0.0759459459459459,0.176936936936937,0.1,0.082972972972973,0.105675675675676,0.0872972972972973,28,"male",1,1,0.0161212054954006,0.0312186737737513
"68","195","uniform",0.0276501846347834,0.0276501846347834,0.0276501846347834,0.0276501846347834,0.0276501846347834,0.0276501846347834,0.0289111051067279,0.0276501846347834,0.722237233180222,0.0276501846347834,0.0276501846347834,22,"male",1,1,12.9956277599747,0.0279342146046799
"69","196","uniform",0.0119787444834729,0.0101774295235522,0.0685400342249842,0.0685400342249842,0.0685400342249842,0.0685400342249842,0.0685400342249842,0.0685400342249842,0.456002882103936,0.0420607043141493,0.0685400342249842,25,"male",1,1,5.47381670860208,0.0811958480010297
"70","197","uniform",0.0100891811548509,0.112602468246104,0.107918205567066,0.113503287992073,0.0992703360057652,0.122871813350149,0.114674353661832,0.106476893973516,0.100981893523106,0.0958472209710837,0.0157643455544546,23,"male",1,1,9.99999999473644e-08,0.00101672652130663
"71","20","uniform",0.0138751238850347,0.0138751238850347,0.0138751238850347,0.0138751238850347,0.0138751238850347,0.123704838273718,0.166591584827462,0.375889719794576,0.20082890350482,0.0497342102892152,0.0138751238850347,25,"female",1,1,0.964530930830245,0.0521422084127827
"72","200","uniform",0.0116216216216216,0.0337837837837838,0.0866666666666667,0.117207207207207,0.146576576576577,0.150630630630631,0.135405405405405,0.131711711711712,0.114684684684685,0.0379279279279279,0.0337837837837838,26,"male",1,1,0.0857905435941157,0.0133689978738679
"73","202","uniform",0.0166666666666667,0.0446846846846847,0.0603603603603604,0.0685585585585586,0.0796396396396396,0.0914414414414414,0.117927927927928,0.15972972972973,0.185765765765766,0.157657657657658,0.0175675675675676,20,"male",1,1,0.28493124160787,0.00399889401226065
"74","203","uniform",0.00900900900900901,0.0145945945945946,0.0645945945945946,0.018018018018018,0.0271171171171171,0.0878378378378378,0.123603603603604,0.175135135135135,0.373153153153153,0.0979279279279279,0.00900900900900901,23,"male",1,1,1.94554603763303,0.028496498107888
"75","204","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.154954954954955,0.591891891891892,0.181081081081081,0.00900900900900901,20,"male",1,1,6.95834123941733,0.0118696196445712
"76","205","uniform",0.0571171171171171,0.0604504504504505,0.0855855855855856,0.0909009009009009,0.11009009009009,0.12963963963964,0.152072072072072,0.125675675675676,0.104954954954955,0.0454054054054054,0.0381081081081081,36,"male",1,1,0.0661891903141816,0.0128798841683429
"77","206","uniform",0.0108989371284453,0.0118897495946676,0.114123581336696,0.217798594847775,0.0116195280129706,0.0875517924698253,0.454152404972077,0.0229688344442443,0.0457575211673572,0.0116195280129706,0.0116195280129706,27,"male",1,1,0.0708300056130737,0.168639812928448
"78","207","uniform",0.00900900900900901,0.0195495495495495,0.00900900900900901,0.0495495495495495,0.103513513513513,0.147747747747748,0.304054054054054,0.194414414414414,0.145135135135135,0.00900900900900901,0.00900900900900901,25,"male",1,1,0.333933678159887,0.0510942269420202
"79","23","uniform",0.0297324083250743,0.0263086764573385,0.0691954230110821,0.0865843769708983,0.0313541760518966,0.0263086764573385,0.456167222272277,0.0710874853590414,0.0708171907379043,0.0643301198306154,0.0681142445265339,20,"female",1,1,0.192567287818416,0.141069373064809
"80","24","uniform",0.0290938569627094,0.0392722032066294,0.041794271302468,0.0567465321563682,0.0858403891190776,0.102504053323725,0.149072239236174,0.201765447667087,0.159700954782922,0.124031705998919,0.01017834624392,20,"female",1,1,0.330556791866547,0.00507152905407823
"81","25","uniform",0.00972972972972973,0.0777477477477477,0.0726126126126126,0.0785585585585585,0.134774774774775,0.156306306306306,0.156396396396396,0.101351351351351,0.0977477477477477,0.0782882882882883,0.0364864864864865,31,"female",1,1,0.064945852406302,0.00914185456988334
"82","26","uniform",0.0107197549770291,0.0381046752544816,0.0384650031528691,0.0403567246194037,0.0363931177371408,0.0848572200702639,0.132600666606612,0.199891901630484,0.243761823259166,0.163769029817134,0.0110800828754166,19,"female",1,1,0.8122742069777,0.00571100158468725
"83","27","uniform",0.0285662791745517,0.0209966657655222,0.0209966657655222,0.0209966657655222,0.0209966657655222,0.0209966657655222,0.0209966657655222,0.0209966657655222,0.782463728935748,0.0209966657655222,0.0209966657655222,39,"female",1,1,15.2625036348946,0.0183229900950122
"84","28","uniform",0.0118028651229841,0.034057122263267,0.0485629335976214,0.0673033606631228,0.084422020001802,0.0993783223713848,0.150554103973331,0.189116136588882,0.224254437336697,0.0804576988917921,0.0100909991891161,27,"female",1,1,0.356934462517535,0.0109691265374074
"85","29","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.03,0.036036036036036,0.174864864864865,0.27018018018018,0.267297297297297,0.176576576576577,0.00900900900900901,20,"female",1,1,1.41377846677255,0.00482905114300569
"86","32","uniform",0.0911711711711712,0.0909009009009009,0.0954054054054054,0.0917117117117117,0.0894594594594595,0.0923423423423423,0.0928828828828829,0.0891891891891892,0.0872072072072072,0.0901801801801802,0.0895495495495496,20,"female",1,1,9.99999999473644e-08,0.0200061633236396
"87","33","uniform",0.0936936936936937,0.0942342342342342,0.0913513513513513,0.0930630630630631,0.0927027027027027,0.0883783783783784,0.088018018018018,0.0889189189189189,0.0921621621621622,0.0908108108108108,0.0866666666666667,24,"female",1,1,9.99999999473644e-08,0.0199432248930091
"88","35","uniform",0.0105386416861827,0.0105386416861827,0.0105386416861827,0.0105386416861827,0.0105386416861827,0.0105386416861827,0.0105386416861827,0.170780039632499,0.576923076923077,0.147721131327689,0.030805260313457,35,"female",1,1,6.85465855701403,0.00830332183530388
"89","36","uniform",0.027299756734841,0.027299756734841,0.0484728353905757,0.0832507433102081,0.027299756734841,0.453554374267952,0.0505450941526264,0.07090728894495,0.156770880259483,0.027299756734841,0.027299756734841,50,"female",1,1,0.142597180189365,0.142853480396437
"90","38","uniform",0.0234234234234234,0.0234234234234234,0.0234234234234234,0.0617117117117117,0.148378378378378,0.381351351351351,0.25018018018018,0.0234234234234234,0.0391891891891892,0.0159459459459459,0.00954954954954955,20,"female",1,1,0.124926258337046,0.125794938187774
"91","4","uniform",0.0110800828754166,0.0107197549770291,0.0116205747229979,0.0531483650121611,0.139176650752184,0.187010179263129,0.188091162958292,0.14133861814251,0.193586163408702,0.0531483650121611,0.0110800828754166,21,"female",1,1,0.299252262615491,0.0209645222747572
"92","40","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.020990990990991,0.0847747747747748,0.108738738738739,0.126666666666667,0.193423423423423,0.256396396396396,0.172972972972973,0.00900900900900901,21,"female",1,1,0.764395606684343,0.00326507427661944
"93","41","uniform",0.0132420502657418,0.103864516710206,0.115395009458607,0.0330600846770561,0.00999909918025403,0.102243041167462,0.0660300873795154,0.00900819745968832,0.434915773353752,0.0165750833258265,0.0956670570218899,47,"female",1,1,5.50185107720319,0.139198790353651
"94","42","uniform",0.0214414414414414,0.00900900900900901,0.00900900900900901,0.0304504504504505,0.00900900900900901,0.00900900900900901,0.044054054054054,0.0651351351351351,0.040990990990991,0.031981981981982,0.72990990990991,51,"female",1,1,0.0563023297788462,0.597871731085977
"95","43","uniform",0.00900900900900901,0.725045045045045,0.0126126126126126,0.00900900900900901,0.0887387387387387,0.00900900900900901,0.0561261261261261,0.00900900900900901,0.00900900900900901,0.0217117117117117,0.0507207207207207,79,"female",1,1,9.99999999473644e-08,0.442486140448638
"96","44","uniform",0.101441441441441,0.122882882882883,0.150720720720721,0.081981981981982,0.115765765765766,0.117027027027027,0.0411711711711712,0.127117117117117,0.0291891891891892,0.081981981981982,0.0307207207207207,50,"female",1,1,9.99999999473644e-08,0.0265542982063405
"97","45","uniform",0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.277402503827794,0.546699090335945,0.0195442673151401,0.0195442673151401,37,"female",1,1,6.70711442946668,0.0182543048514518
"98","46","uniform",0.013785025677989,0.0719884674294982,0.0691954230110821,0.066402378592666,0.0626182538967475,0.4546355527525,0.0624380574826561,0.0605459951346968,0.0652311019010722,0.059374718443103,0.013785025677989,25,"female",1,1,0.0591046796864775,0.133898456048283
"99","47","uniform",0.00900982070456798,0.0527074511217227,0.0691954230110821,0.0856833949004415,0.122984052617353,0.218938643121002,0.218488152085773,0.109649517974592,0.0953239030543292,0.00900982070456798,0.00900982070456798,20,"female",1,1,0.096388868807665,0.0355687812544193
"100","48","uniform",0.0119830615370754,0.0317145688800793,0.0673033606631228,0.167492566897919,0.164249031444274,0.165780700964051,0.162356969096315,0.0718082710154068,0.0718082710154068,0.0718082710154068,0.0136949274709433,33,"female",1,1,0.0653809424046543,0.0222840985263344
"101","49","uniform",0.124684684684685,0.0434234234234234,0.0779279279279279,0.0688288288288288,0.0420720720720721,0.15963963963964,0.0976576576576577,0.059009009009009,0.0864864864864865,0.141171171171171,0.0990990990990991,40,"female",1,1,0.0849069711512559,0.0412903763783316
"102","5","uniform",0.0113503287992073,0.167282226826412,0.0546797585803081,0.142239437888479,0.0528781190883704,0.0600846770561211,0.0922439419872083,0.273038465003153,0.0243221331411585,0.043960003603279,0.0779209080263039,37,"female",1,1,1e-07,0.05812198225148
"103","50","uniform",0.0369402648887287,0.0369402648887287,0.0575727543021894,0.0559509865753671,0.108748535904135,0.107216866384359,0.448869267501577,0.0369402648887287,0.0369402648887287,0.0369402648887287,0.0369402648887287,24,"female",1,1,0.139978264113677,0.136541235090832
"104","51","uniform",0.0763826337596829,0.0763826337596829,0.0763826337596829,0.0763826337596829,0.0763826337596829,0.0763826337596829,0.237704918032787,0.0763826337596829,0.0763826337596829,0.0763826337596829,0.0748513781300666,20,"female",1,1,0.0548782722622775,0.0357898797397358
"105","52","uniform",0.0178410524418814,0.0178410524418814,0.0906469634168319,0.0178410524418814,0.0178410524418814,0.094701748062714,0.0178410524418814,0.671922868985403,0.0178410524418814,0.0178410524418814,0.0178410524418814,18,"female",1,1,0.942349887534664,0.320828825179694
"106","53","uniform",0.070102721211029,0.0273022166156064,0.070102721211029,0.0273022166156064,0.0273022166156064,0.0352315732564426,0.0273022166156064,0.633447468012254,0.0273022166156064,0.0273022166156064,0.0273022166156064,21,"female",1,1,1.04150665516959,0.28300524576258
