"","n","a","b","gamma","beta","subn","id","x","prior","posterior","infbeta","infgamma","value"
"11151",12,NA,NA,1,0.1,24,1014,0.7,0.104167,0.222811802245165,0.100000389239066,1.00000071696386,6.56666990118897e-15
"11152",12,NA,NA,1,0.1,24,1014,0.8,0.064394,0.24247755750688,0.100000389239066,1.00000071696386,6.56666990118897e-15
"11153",12,NA,NA,1,0.1,24,1014,0.9,0.049242,0.19086705031613,0.100000389239066,1.00000071696386,6.56666990118897e-15
"11154",12,NA,NA,1,0.1,24,1014,1,0.043561,0,0.100000389239066,1.00000071696386,6.56666990118897e-15
"11155",12,NA,NA,5,0.1,25,1015,0,0.043561,0,0.099999783363203,4.99999956618955,1.10398865048172e-15
"11156",12,NA,NA,5,0.1,25,1015,0.1,0.049242,7.89637695043806e-16,0.099999783363203,4.99999956618955,1.10398865048172e-15
"11157",12,NA,NA,5,0.1,25,1015,0.2,0.064394,4.67504563002261e-10,0.099999783363203,4.99999956618955,1.10398865048172e-15
"11158",12,NA,NA,5,0.1,25,1015,0.3,0.104167,8.33286741858977e-07,0.099999783363203,4.99999956618955,1.10398865048172e-15
"11159",12,NA,NA,5,0.1,25,1015,0.4,0.132576,0.000125316993093218,0.099999783363203,4.99999956618955,1.10398865048172e-15
"11160",12,NA,NA,5,0.1,25,1015,0.5,0.212121,0.00473368089422212,0.099999783363203,4.99999956618955,1.10398865048172e-15
"11161",12,NA,NA,5,0.1,25,1015,0.6,0.132576,0.0548755456364205,0.099999783363203,4.99999956618955,1.10398865048172e-15
"11162",12,NA,NA,5,0.1,25,1015,0.7,0.104167,0.275706021538469,0.099999783363203,4.99999956618955,1.10398865048172e-15
"11163",12,NA,NA,5,0.1,25,1015,0.8,0.064394,0.50197920220637,0.099999783363203,4.99999956618955,1.10398865048172e-15
"11164",12,NA,NA,5,0.1,25,1015,0.9,0.049242,0.162579398977178,0.099999783363203,4.99999956618955,1.10398865048172e-15
"11165",12,NA,NA,5,0.1,25,1015,1,0.043561,0,0.099999783363203,4.99999956618955,1.10398865048172e-15
"11166",12,NA,NA,10,0.1,26,1016,0,0.043561,0,0.0999988044914923,9.99999804723188,6.68460874542874e-15
"11167",12,NA,NA,10,0.1,26,1016,0.1,0.049242,1.78998364610806e-30,0.0999988044914923,9.99999804723188,6.68460874542874e-15
"11168",12,NA,NA,10,0.1,26,1016,0.2,0.064394,6.16657966058309e-19,0.0999988044914923,9.99999804723188,6.68460874542874e-15
"11169",12,NA,NA,10,0.1,26,1016,0.3,0.104167,1.87464229088772e-12,0.0999988044914923,9.99999804723188,6.68460874542874e-15
"11170",12,NA,NA,10,0.1,26,1016,0.4,0.132576,4.11315132743999e-08,0.0999988044914923,9.99999804723188,6.68460874542874e-15
"11171",12,NA,NA,10,0.1,26,1016,0.5,0.212121,5.41573904923101e-05,0.0999988044914923,9.99999804723188,6.68460874542874e-15
"11172",12,NA,NA,10,0.1,26,1016,0.6,0.132576,0.00788701123821759,0.0999988044914923,9.99999804723188,6.68460874542874e-15
"11173",12,NA,NA,10,0.1,26,1016,0.7,0.104167,0.205221080129946,0.0999988044914923,9.99999804723188,6.68460874542874e-15
"11174",12,NA,NA,10,0.1,26,1016,0.8,0.064394,0.710958230055741,0.0999988044914923,9.99999804723188,6.68460874542874e-15
"11175",12,NA,NA,10,0.1,26,1016,0.9,0.049242,0.0758794800522152,0.0999988044914923,9.99999804723188,6.68460874542874e-15
"11176",12,NA,NA,10,0.1,26,1016,1,0.043561,0,0.0999988044914923,9.99999804723188,6.68460874542874e-15
"11177",12,NA,NA,20,0.1,27,1017,0,0.043561,0,0.0999923119911034,19.9999729720639,1.15578231220071e-14
"11178",12,NA,NA,20,0.1,27,1017,0.1,0.049242,5.90926889572284e-60,0.0999923119911034,19.9999729720639,1.15578231220071e-14
"11179",12,NA,NA,20,0.1,27,1017,0.2,0.064394,6.89292634264852e-37,0.0999923119911034,19.9999729720639,1.15578231220071e-14
"11180",12,NA,NA,20,0.1,27,1017,0.3,0.104167,6.09548959455118e-24,0.0999923119911034,19.9999729720639,1.15578231220071e-14
"11181",12,NA,NA,20,0.1,27,1017,0.4,0.132576,2.84673106088089e-15,0.0999923119911034,19.9999729720639,1.15578231220071e-14
"11182",12,NA,NA,20,0.1,27,1017,0.5,0.212121,4.55425707941072e-09,0.0999923119911034,19.9999729720639,1.15578231220071e-14
"11183",12,NA,NA,20,0.1,27,1017,0.6,0.132576,0.00010466994195752,0.0999923119911034,19.9999729720639,1.15578231220071e-14
"11184",12,NA,NA,20,0.1,27,1017,0.7,0.104167,0.0730492416800356,0.0999923119911034,19.9999729720639,1.15578231220071e-14
"11185",12,NA,NA,20,0.1,27,1017,0.8,0.064394,0.916227066753169,0.0999923119911034,19.9999729720639,1.15578231220071e-14
"11186",12,NA,NA,20,0.1,27,1017,0.9,0.049242,0.0106190170705778,0.0999923119911034,19.9999729720639,1.15578231220071e-14
"11187",12,NA,NA,20,0.1,27,1017,1,0.043561,0,0.0999923119911034,19.9999729720639,1.15578231220071e-14
"11188",12,NA,NA,30,0.1,28,1018,0,0.043561,0,0.013739914470349,29.7388155491996,1.78334399508493e-08
"11189",12,NA,NA,30,0.1,28,1018,0.1,0.049242,1.61458630229491e-89,0.013739914470349,29.7388155491996,1.78334399508493e-08
"11190",12,NA,NA,30,0.1,28,1018,0.2,0.064394,6.37684338551827e-55,0.013739914470349,29.7388155491996,1.78334399508493e-08
"11191",12,NA,NA,30,0.1,28,1018,0.3,0.104167,1.64036917597595e-35,0.013739914470349,29.7388155491996,1.78334399508493e-08
"11192",12,NA,NA,30,0.1,28,1018,0.4,0.132576,1.63065097208948e-22,0.013739914470349,29.7388155491996,1.78334399508493e-08
"11193",12,NA,NA,30,0.1,28,1018,0.5,0.212121,3.16971471228251e-13,0.013739914470349,29.7388155491996,1.78334399508493e-08
"11194",12,NA,NA,30,0.1,28,1018,0.6,0.132576,1.14967299101817e-06,0.013739914470349,29.7388155491996,1.78334399508493e-08
"11195",12,NA,NA,30,0.1,28,1018,0.7,0.104167,0.0215204959890121,0.013739914470349,29.7388155491996,1.78334399508493e-08
"11196",12,NA,NA,30,0.1,28,1018,0.8,0.064394,0.97724840531068,0.013739914470349,29.7388155491996,1.78334399508493e-08
"11197",12,NA,NA,30,0.1,28,1018,0.9,0.049242,0.00122994902700006,0.013739914470349,29.7388155491996,1.78334399508493e-08
"11198",12,NA,NA,30,0.1,28,1018,1,0.043561,0,0.013739914470349,29.7388155491996,1.78334399508493e-08
"11199",12,NA,NA,40,0.1,29,1019,0,0.043561,0,1e-07,39.666051151543,2.53938558453975e-10
"11200",12,NA,NA,40,0.1,29,1019,0.1,0.049242,4.20619456990926e-119,1e-07,39.666051151543,2.53938558453975e-10
"11201",12,NA,NA,40,0.1,29,1019,0.2,0.064394,5.62481764932631e-73,1e-07,39.666051151543,2.53938558453975e-10
"11202",12,NA,NA,40,0.1,29,1019,0.3,0.104167,4.20896378610028e-47,1e-07,39.666051151543,2.53938558453975e-10
"11203",12,NA,NA,40,0.1,29,1019,0.4,0.132576,8.90586629897153e-30,1e-07,39.666051151543,2.53938558453975e-10
"11204",12,NA,NA,40,0.1,29,1019,0.5,0.212121,2.10340737686999e-17,1e-07,39.666051151543,2.53938558453975e-10
"11205",12,NA,NA,40,0.1,29,1019,0.6,0.132576,1.20400213655311e-08,1e-07,39.666051151543,2.53938558453975e-10
"11206",12,NA,NA,40,0.1,29,1019,0.7,0.104167,0.0060449042267467,1e-07,39.666051151543,2.53938558453975e-10
"11207",12,NA,NA,40,0.1,29,1019,0.8,0.064394,0.993819255362574,1e-07,39.666051151543,2.53938558453975e-10
"11208",12,NA,NA,40,0.1,29,1019,0.9,0.049242,0.000135828370658064,1e-07,39.666051151543,2.53938558453975e-10
"11209",12,NA,NA,40,0.1,29,1019,1,0.043561,0,1e-07,39.666051151543,2.53938558453975e-10
"11210",12,NA,NA,50,0.1,30,1020,0,0.043561,0,1e-07,49.6570172384026,4.46113996079887e-12
"11211",12,NA,NA,50,0.1,30,1020,0.1,0.049242,1.08236106066023e-148,1e-07,49.6570172384026,4.46113996079887e-12
"11212",12,NA,NA,50,0.1,30,1020,0.2,0.064394,4.90078726481986e-91,1e-07,49.6570172384026,4.46113996079887e-12
"11213",12,NA,NA,50,0.1,30,1020,0.3,0.104167,1.06675204677711e-58,1e-07,49.6570172384026,4.46113996079887e-12
"11214",12,NA,NA,50,0.1,30,1020,0.4,0.132576,4.80447607059329e-37,1e-07,49.6570172384026,4.46113996079887e-12
"11215",12,NA,NA,50,0.1,30,1020,0.5,0.212121,1.37873663729524e-21,1e-07,49.6570172384026,4.46113996079887e-12
"11216",12,NA,NA,50,0.1,30,1020,0.6,0.132576,1.24547465154847e-10,1e-07,49.6570172384026,4.46113996079887e-12
"11217",12,NA,NA,50,0.1,30,1020,0.7,0.104167,0.0016771861948246,1e-07,49.6570172384026,4.46113996079887e-12
"11218",12,NA,NA,50,0.1,30,1020,0.8,0.064394,0.998307997079981,1e-07,49.6570172384026,4.46113996079887e-12
"11219",12,NA,NA,50,0.1,30,1020,0.9,0.049242,1.48166006469199e-05,1e-07,49.6570172384026,4.46113996079887e-12
"11220",12,NA,NA,50,0.1,30,1020,1,0.043561,0,1e-07,49.6570172384026,4.46113996079887e-12
"11221",12,NA,NA,0.01,0.25,31,1021,0,0.043561,0,0.249996613738373,0.0100007800387409,4.01536563374963e-13
"11222",12,NA,NA,0.01,0.25,31,1021,0.1,0.049242,0.0909161526503698,0.249996613738373,0.0100007800387409,4.01536563374963e-13
"11223",12,NA,NA,0.01,0.25,31,1021,0.2,0.064394,0.0977557821799238,0.249996613738373,0.0100007800387409,4.01536563374963e-13
"11224",12,NA,NA,0.01,0.25,31,1021,0.3,0.104167,0.110927587030093,0.249996613738373,0.0100007800387409,4.01536563374963e-13
"11225",12,NA,NA,0.01,0.25,31,1021,0.4,0.132576,0.120483678959146,0.249996613738373,0.0100007800387409,4.01536563374963e-13
"11226",12,NA,NA,0.01,0.25,31,1021,0.5,0.212121,0.145157189352423,0.249996613738373,0.0100007800387409,4.01536563374963e-13
"11227",12,NA,NA,0.01,0.25,31,1021,0.6,0.132576,0.121958186536342,0.249996613738373,0.0100007800387409,4.01536563374963e-13
"11228",12,NA,NA,0.01,0.25,31,1021,0.7,0.104167,0.113783390218664,0.249996613738373,0.0100007800387409,4.01536563374963e-13
"11229",12,NA,NA,0.01,0.25,31,1021,0.8,0.064394,0.101907055846813,0.249996613738373,0.0100007800387409,4.01536563374963e-13
"11230",12,NA,NA,0.01,0.25,31,1021,0.9,0.049242,0.0971109772262253,0.249996613738373,0.0100007800387409,4.01536563374963e-13
"11231",12,NA,NA,0.01,0.25,31,1021,1,0.043561,0,0.249996613738373,0.0100007800387409,4.01536563374963e-13
"11232",12,NA,NA,0.1,0.25,32,1022,0,0.043561,0,0.249999838523655,0.100001354633018,4.52064838976641e-13
"11233",12,NA,NA,0.1,0.25,32,1022,0.1,0.049242,0.056790863583492,0.249999838523655,0.100001354633018,4.52064838976641e-13
"11234",12,NA,NA,0.1,0.25,32,1022,0.2,0.064394,0.0775437768689118,0.249999838523655,0.100001354633018,4.52064838976641e-13
"11235",12,NA,NA,0.1,0.25,32,1022,0.3,0.104167,0.10060455377243,0.249999838523655,0.100001354633018,4.52064838976641e-13
"11236",12,NA,NA,0.1,0.25,32,1022,0.4,0.132576,0.119525075690523,0.249999838523655,0.100001354633018,4.52064838976641e-13
"11237",12,NA,NA,0.1,0.25,32,1022,0.5,0.212121,0.153507871592635,0.249999838523655,0.100001354633018,4.52064838976641e-13
"11238",12,NA,NA,0.1,0.25,32,1022,0.6,0.132576,0.13498527794134,0.249999838523655,0.100001354633018,4.52064838976641e-13
"11239",12,NA,NA,0.1,0.25,32,1022,0.7,0.104167,0.129721115524897,0.249999838523655,0.100001354633018,4.52064838976641e-13
"11240",12,NA,NA,0.1,0.25,32,1022,0.8,0.064394,0.117534387229995,0.249999838523655,0.100001354633018,4.52064838976641e-13
"11241",12,NA,NA,0.1,0.25,32,1022,0.9,0.049242,0.109787077795776,0.249999838523655,0.100001354633018,4.52064838976641e-13
"11242",12,NA,NA,0.1,0.25,32,1022,1,0.043561,0,0.249999838523655,0.100001354633018,4.52064838976641e-13
"11243",12,NA,NA,0.5,0.25,33,1023,0,0.043561,0,0.250000847728789,0.50000087040623,3.55428778024399e-14
"11244",12,NA,NA,0.5,0.25,33,1023,0.1,0.049242,0.00553515447624344,0.250000847728789,0.50000087040623,3.55428778024399e-14
"11245",12,NA,NA,0.5,0.25,33,1023,0.2,0.064394,0.0218567309932813,0.250000847728789,0.50000087040623,3.55428778024399e-14
"11246",12,NA,NA,0.5,0.25,33,1023,0.3,0.104167,0.0514286509013598,0.250000847728789,0.50000087040623,3.55428778024399e-14
"11247",12,NA,NA,0.5,0.25,33,1023,0.4,0.132576,0.0910269063230944,0.250000847728789,0.50000087040623,3.55428778024399e-14
"11248",12,NA,NA,0.5,0.25,33,1023,0.5,0.212121,0.155319122427243,0.250000847728789,0.50000087040623,3.55428778024399e-14
"11249",12,NA,NA,0.5,0.25,33,1023,0.6,0.132576,0.167227105016779,0.250000847728789,0.50000087040623,3.55428778024399e-14
"11250",12,NA,NA,0.5,0.25,33,1023,0.7,0.104167,0.183303311057176,0.250000847728789,0.50000087040623,3.55428778024399e-14
"11251",12,NA,NA,0.5,0.25,33,1023,0.8,0.064394,0.174853847946251,0.250000847728789,0.50000087040623,3.55428778024399e-14
"11252",12,NA,NA,0.5,0.25,33,1023,0.9,0.049242,0.149449170858573,0.250000847728789,0.50000087040623,3.55428778024399e-14
"11253",12,NA,NA,0.5,0.25,33,1023,1,0.043561,0,0.250000847728789,0.50000087040623,3.55428778024399e-14
"11254",12,NA,NA,1,0.25,34,1024,0,0.043561,0,0.250001566337396,1.00000248101166,8.07441811552673e-14
"11255",12,NA,NA,1,0.25,34,1024,0.1,0.049242,0.000239730032707352,0.250001566337396,1.00000248101166,8.07441811552673e-14
"11256",12,NA,NA,1,0.25,34,1024,0.2,0.064394,0.00356994591120882,0.250001566337396,1.00000248101166,8.07441811552673e-14
"11257",12,NA,NA,1,0.25,34,1024,0.3,0.104167,0.0176794237551153,0.250001566337396,1.00000248101166,8.07441811552673e-14
"11258",12,NA,NA,1,0.25,34,1024,0.4,0.132576,0.0515035108725214,0.250001566337396,1.00000248101166,8.07441811552673e-14
"11259",12,NA,NA,1,0.25,34,1024,0.5,0.212121,0.125349147035458,0.250001566337396,1.00000248101166,8.07441811552673e-14
"11260",12,NA,NA,1,0.25,34,1024,0.6,0.132576,0.17382434919476,0.250001566337396,1.00000248101166,8.07441811552673e-14
"11261",12,NA,NA,1,0.25,34,1024,0.7,0.104167,0.224594161037205,0.250001566337396,1.00000248101166,8.07441811552673e-14
"11262",12,NA,NA,1,0.25,34,1024,0.8,0.064394,0.228476538317364,0.250001566337396,1.00000248101166,8.07441811552673e-14
"11263",12,NA,NA,1,0.25,34,1024,0.9,0.049242,0.17476319384366,0.250001566337396,1.00000248101166,8.07441811552673e-14
"11264",12,NA,NA,1,0.25,34,1024,1,0.043561,0,0.250001566337396,1.00000248101166,8.07441811552673e-14
"11265",12,NA,NA,5,0.25,35,1025,0,0.043561,0,0.249999944610362,4.99999971981881,7.324675530213e-16
"11266",12,NA,NA,5,0.25,35,1025,0.1,0.049242,7.50714019616444e-16,0.249999944610362,4.99999971981881,7.324675530213e-16
"11267",12,NA,NA,5,0.25,35,1025,0.2,0.064394,4.57386728194188e-10,0.249999944610362,4.99999971981881,7.324675530213e-16
"11268",12,NA,NA,5,0.25,35,1025,0.3,0.104167,8.72132327879574e-07,0.249999944610362,4.99999971981881,7.324675530213e-16
"11269",12,NA,NA,5,0.25,35,1025,0.4,0.132576,0.000136830760788277,0.249999944610362,4.99999971981881,7.324675530213e-16
"11270",12,NA,NA,5,0.25,35,1025,0.5,0.212121,0.00570562880164085,0.249999944610362,4.99999971981881,7.324675530213e-16
"11271",12,NA,NA,5,0.25,35,1025,0.6,0.132576,0.0599173541653512,0.249999944610362,4.99999971981881,7.324675530213e-16
"11272",12,NA,NA,5,0.25,35,1025,0.7,0.104167,0.288558694499731,0.249999944610362,4.99999971981881,7.324675530213e-16
"11273",12,NA,NA,5,0.25,35,1025,0.8,0.064394,0.491115259804619,0.249999944610362,4.99999971981881,7.324675530213e-16
"11274",12,NA,NA,5,0.25,35,1025,0.9,0.049242,0.154565359378154,0.249999944610362,4.99999971981881,7.324675530213e-16
"11275",12,NA,NA,5,0.25,35,1025,1,0.043561,0,0.249999944610362,4.99999971981881,7.324675530213e-16
"11276",12,NA,NA,10,0.25,36,1026,0,0.043561,0,0.249999538359546,9.99999890834545,1.82699077314474e-15
"11277",12,NA,NA,10,0.25,36,1026,0.1,0.049242,1.71690050549033e-30,0.249999538359546,9.99999890834545,1.82699077314474e-15
"11278",12,NA,NA,10,0.25,36,1026,0.2,0.064394,6.08683405587533e-19,0.249999538359546,9.99999890834545,1.82699077314474e-15
"11279",12,NA,NA,10,0.25,36,1026,0.3,0.104167,1.97950104067031e-12,0.249999538359546,9.99999890834545,1.82699077314474e-15
"11280",12,NA,NA,10,0.25,36,1026,0.4,0.132576,4.53103977977879e-08,0.249999538359546,9.99999890834545,1.82699077314474e-15
"11281",12,NA,NA,10,0.25,36,1026,0.5,0.212121,6.58584760591182e-05,0.249999538359546,9.99999890834545,1.82699077314474e-15
"11282",12,NA,NA,10,0.25,36,1026,0.6,0.132576,0.00868831677198914,0.249999538359546,9.99999890834545,1.82699077314474e-15
"11283",12,NA,NA,10,0.25,36,1026,0.7,0.104167,0.21670019056934,0.249999538359546,9.99999890834545,1.82699077314474e-15
"11284",12,NA,NA,10,0.25,36,1026,0.8,0.064394,0.701764187799196,0.249999538359546,9.99999890834545,1.82699077314474e-15
"11285",12,NA,NA,10,0.25,36,1026,0.9,0.049242,0.0727814010710391,0.249999538359546,9.99999890834545,1.82699077314474e-15
"11286",12,NA,NA,10,0.25,36,1026,1,0.043561,0,0.249999538359546,9.99999890834545,1.82699077314474e-15
"11287",12,NA,NA,20,0.25,37,1027,0,0.043561,0,0.250053784871209,20.0002930986019,4.14892020544023e-12
"11288",12,NA,NA,20,0.25,37,1027,0.1,0.049242,5.71477773472924e-60,0.250053784871209,20.0002930986019,4.14892020544023e-12
"11289",12,NA,NA,20,0.25,37,1027,0.2,0.064394,6.85993940356666e-37,0.250053784871209,20.0002930986019,4.14892020544023e-12
"11290",12,NA,NA,20,0.25,37,1027,0.3,0.104167,6.48956287429737e-24,0.250053784871209,20.0002930986019,4.14892020544023e-12
"11291",12,NA,NA,20,0.25,37,1027,0.4,0.132576,3.16183463990833e-15,0.250053784871209,20.0002930986019,4.14892020544023e-12
"11292",12,NA,NA,20,0.25,37,1027,0.5,0.212121,5.58394349599043e-09,0.250053784871209,20.0002930986019,4.14892020544023e-12
"11293",12,NA,NA,20,0.25,37,1027,0.6,0.132576,0.000116255818045584,0.250053784871209,20.0002930986019,4.14892020544023e-12
"11294",12,NA,NA,20,0.25,37,1027,0.7,0.104167,0.0777718736860941,0.250053784871209,20.0002930986019,4.14892020544023e-12
"11295",12,NA,NA,20,0.25,37,1027,0.8,0.064394,0.911842350460884,0.250053784871209,20.0002930986019,4.14892020544023e-12
"11296",12,NA,NA,20,0.25,37,1027,0.9,0.049242,0.01026951445103,0.250053784871209,20.0002930986019,4.14892020544023e-12
"11297",12,NA,NA,20,0.25,37,1027,1,0.043561,0,0.250053784871209,20.0002930986019,4.14892020544023e-12
"11298",12,NA,NA,30,0.25,38,1028,0,0.043561,0,0.241799973321156,29.9703720598577,2.30969331375109e-10
"11299",12,NA,NA,30,0.25,38,1028,0.1,0.049242,1.56665596653585e-89,0.241799973321156,29.9703720598577,2.30969331375109e-10
"11300",12,NA,NA,30,0.25,38,1028,0.2,0.064394,6.36750323884096e-55,0.241799973321156,29.9703720598577,2.30969331375109e-10
"11301",12,NA,NA,30,0.25,38,1028,0.3,0.104167,1.7522466244109e-35,0.241799973321156,29.9703720598577,2.30969331375109e-10
"11302",12,NA,NA,30,0.25,38,1028,0.4,0.132576,1.81719071329908e-22,0.241799973321156,29.9703720598577,2.30969331375109e-10
"11303",12,NA,NA,30,0.25,38,1028,0.5,0.212121,3.89933394497988e-13,0.241799973321156,29.9703720598577,2.30969331375109e-10
"11304",12,NA,NA,30,0.25,38,1028,0.6,0.132576,1.28119083627808e-06,0.241799973321156,29.9703720598577,2.30969331375109e-10
"11305",12,NA,NA,30,0.25,38,1028,0.7,0.104167,0.0229882498431851,0.241799973321156,29.9703720598577,2.30969331375109e-10
"11306",12,NA,NA,30,0.25,38,1028,0.8,0.064394,0.975817031997279,0.241799973321156,29.9703720598577,2.30969331375109e-10
"11307",12,NA,NA,30,0.25,38,1028,0.9,0.049242,0.00119343696830934,0.241799973321156,29.9703720598577,2.30969331375109e-10
"11308",12,NA,NA,30,0.25,38,1028,1,0.043561,0,0.241799973321156,29.9703720598577,2.30969331375109e-10
"11309",12,NA,NA,40,0.25,39,1029,0,0.043561,0,1e-07,39.1552736702392,1.80882138313566e-09
"11310",12,NA,NA,40,0.25,39,1029,0.1,0.049242,4.08560944551184e-119,1e-07,39.1552736702392,1.80882138313566e-09
"11311",12,NA,NA,40,0.25,39,1029,0.2,0.064394,5.622467950016e-73,1e-07,39.1552736702392,1.80882138313566e-09
"11312",12,NA,NA,40,0.25,39,1029,0.3,0.104167,4.50074013675283e-47,1e-07,39.1552736702392,1.80882138313566e-09
"11313",12,NA,NA,40,0.25,39,1029,0.4,0.132576,9.93506660827943e-30,1e-07,39.1552736702392,1.80882138313566e-09
"11314",12,NA,NA,40,0.25,39,1029,0.5,0.212121,2.59029224125529e-17,1e-07,39.1552736702392,1.80882138313566e-09
"11315",12,NA,NA,40,0.25,39,1029,0.6,0.132576,1.3431418147999e-08,1e-07,39.1552736702392,1.80882138313566e-09
"11316",12,NA,NA,40,0.25,39,1029,0.7,0.104167,0.00646395275863215,1e-07,39.1552736702392,1.80882138313566e-09
"11317",12,NA,NA,40,0.25,39,1029,0.8,0.064394,0.99340409942962,1e-07,39.1552736702392,1.80882138313566e-09
"11318",12,NA,NA,40,0.25,39,1029,0.9,0.049242,0.000131934380330162,1e-07,39.1552736702392,1.80882138313566e-09
"11319",12,NA,NA,40,0.25,39,1029,1,0.043561,0,1e-07,39.1552736702392,1.80882138313566e-09
"11320",12,NA,NA,50,0.25,40,1030,0,0.043561,0,1e-07,49.1398579642622,2.25226350733902e-11
"11321",12,NA,NA,50,0.25,40,1030,0.1,0.049242,1.05164817969606e-148,1e-07,49.1398579642622,2.25226350733902e-11
"11322",12,NA,NA,50,0.25,40,1030,0.2,0.064394,4.90021591096933e-91,1e-07,49.1398579642622,2.25226350733902e-11
"11323",12,NA,NA,50,0.25,40,1030,0.3,0.104167,1.14104575206331e-58,1e-07,49.1398579642622,2.25226350733902e-11
"11324",12,NA,NA,50,0.25,40,1030,0.4,0.132576,5.36131680999073e-37,1e-07,49.1398579642622,2.25226350733902e-11
"11325",12,NA,NA,50,0.25,40,1030,0.5,0.212121,1.69839034644951e-21,1e-07,49.1398579642622,2.25226350733902e-11
"11326",12,NA,NA,50,0.25,40,1030,0.6,0.132576,1.38982567248786e-10,1e-07,49.1398579642622,2.25226350733902e-11
"11327",12,NA,NA,50,0.25,40,1030,0.7,0.104167,0.00179399344843599,1e-07,49.1398579642622,2.25226350733902e-11
"11328",12,NA,NA,50,0.25,40,1030,0.8,0.064394,0.998191610245105,1e-07,49.1398579642622,2.25226350733902e-11
"11329",12,NA,NA,50,0.25,40,1030,0.9,0.049242,1.43961674767863e-05,1e-07,49.1398579642622,2.25226350733902e-11
"11330",12,NA,NA,50,0.25,40,1030,1,0.043561,0,1e-07,49.1398579642622,2.25226350733902e-11
"11331",12,NA,NA,0.01,0.5,41,1031,0,0.043561,0,0.49999814862013,0.010001517024009,6.26925064649022e-13
"11332",12,NA,NA,0.01,0.5,41,1031,0.1,0.049242,0.0769136767038753,0.49999814862013,0.010001517024009,6.26925064649022e-13
"11333",12,NA,NA,0.01,0.5,41,1031,0.2,0.064394,0.0875219255251834,0.49999814862013,0.010001517024009,6.26925064649022e-13
"11334",12,NA,NA,0.01,0.5,41,1031,0.3,0.104167,0.111584671600202,0.49999814862013,0.010001517024009,6.26925064649022e-13
"11335",12,NA,NA,0.01,0.5,41,1031,0.4,0.132576,0.129115128792489,0.49999814862013,0.010001517024009,6.26925064649022e-13
"11336",12,NA,NA,0.01,0.5,41,1031,0.5,0.212121,0.176318921656346,0.49999814862013,0.010001517024009,6.26925064649022e-13
"11337",12,NA,NA,0.01,0.5,41,1031,0.6,0.132576,0.130695270081167,0.49999814862013,0.010001517024009,6.26925064649022e-13
"11338",12,NA,NA,0.01,0.5,41,1031,0.7,0.104167,0.1144573912679,0.49999814862013,0.010001517024009,6.26925064649022e-13
"11339",12,NA,NA,0.01,0.5,41,1031,0.8,0.064394,0.0912386106828902,0.49999814862013,0.010001517024009,6.26925064649022e-13
"11340",12,NA,NA,0.01,0.5,41,1031,0.9,0.049242,0.0821544036899466,0.49999814862013,0.010001517024009,6.26925064649022e-13
"11341",12,NA,NA,0.01,0.5,41,1031,1,0.043561,0,0.49999814862013,0.010001517024009,6.26925064649022e-13
"11342",12,NA,NA,0.1,0.5,42,1032,0,0.043561,0,0.500001691597468,0.0999978461848932,9.16425784142429e-13
"11343",12,NA,NA,0.1,0.5,42,1032,0.1,0.049242,0.0477351659630453,0.500001691597468,0.0999978461848932,9.16425784142429e-13
"11344",12,NA,NA,0.1,0.5,42,1032,0.2,0.064394,0.0689793026631252,0.500001691597468,0.0999978461848932,9.16425784142429e-13
"11345",12,NA,NA,0.1,0.5,42,1032,0.3,0.104167,0.100549531982665,0.500001691597468,0.0999978461848932,9.16425784142429e-13
"11346",12,NA,NA,0.1,0.5,42,1032,0.4,0.132576,0.127263944748618,0.500001691597468,0.0999978461848932,9.16425784142429e-13
"11347",12,NA,NA,0.1,0.5,42,1032,0.5,0.212121,0.185262901550126,0.500001691597468,0.0999978461848932,9.16425784142429e-13
"11348",12,NA,NA,0.1,0.5,42,1032,0.6,0.132576,0.143725145996002,0.500001691597468,0.0999978461848932,9.16425784142429e-13
"11349",12,NA,NA,0.1,0.5,42,1032,0.7,0.104167,0.129650169551988,0.500001691597468,0.0999978461848932,9.16425784142429e-13
"11350",12,NA,NA,0.1,0.5,42,1032,0.8,0.064394,0.104553071792834,0.500001691597468,0.0999978461848932,9.16425784142429e-13
"11351",12,NA,NA,0.1,0.5,42,1032,0.9,0.049242,0.092280765751597,0.500001691597468,0.0999978461848932,9.16425784142429e-13
"11352",12,NA,NA,0.1,0.5,42,1032,1,0.043561,0,0.500001691597468,0.0999978461848932,9.16425784142429e-13
"11353",12,NA,NA,0.5,0.5,43,1033,0,0.043561,0,0.5000008744803,0.500000873162554,3.40873786698402e-14
"11354",12,NA,NA,0.5,0.5,43,1033,0.1,0.049242,0.00464193788816062,0.5000008744803,0.500000873162554,3.40873786698402e-14
"11355",12,NA,NA,0.5,0.5,43,1033,0.2,0.064394,0.0193984340159736,0.5000008744803,0.500000873162554,3.40873786698402e-14
"11356",12,NA,NA,0.5,0.5,43,1033,0.3,0.104167,0.0512834414513895,0.5000008744803,0.500000873162554,3.40873786698402e-14
"11357",12,NA,NA,0.5,0.5,43,1033,0.4,0.132576,0.0966998391031883,0.5000008744803,0.500000873162554,3.40873786698402e-14
"11358",12,NA,NA,0.5,0.5,43,1033,0.5,0.212121,0.187021852597264,0.5000008744803,0.500000873162554,3.40873786698402e-14
"11359",12,NA,NA,0.5,0.5,43,1033,0.6,0.132576,0.177648948009033,0.5000008744803,0.500000873162554,3.40873786698402e-14
