"","pID","condition","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","actuallyEstimated"
"206","258","peaked",0.004,0.004,0.004,0.01,0.0233,0.0367,0.1201,0.2146,0.5066,0.0767,0,20,"male",1,1
"207","259","peaked",0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.2978,0.6872,0.0017,0.0017,23,"male",1,1
"208","261","peaked",0,1e-04,0,0,0.0025,0,0,0.9974,0,0,0,22,"male",1,1
"209","262","peaked",0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.21,0.5449,0.2095,0.0044,30,"male",1,1
"210","263","peaked",0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0977,0.0999,0.7005,0.0941,0.0011,18,"male",1,1
"211","264","peaked",0.0187,0.005,0.0465,0.005,0.0589,0.005,0.005,0.005,0.7948,0.0512,0.005,34,"male",1,1
"212","266","peaked",0.0146,0.0146,0.0199,0.034,0.0467,0.0533,0.1019,0.1705,0.2067,0.3366,0.0013,21,"male",1,1
"213","267","peaked",0.0012,0.0054,0.0027,6e-04,0.0014,0.0823,0.1001,0.1346,0.5947,0.0763,7e-04,30,"male",1,1
"214","268","peaked",0.1185,0.1006,0.0786,0.1405,0.1126,0.0906,0.0826,0.0607,0.0527,0.1476,0.015,23,"male",1,1
"215","269","peaked",0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0759,0.7007,0.1941,0.0037,21,"male",1,1
"216","270","peaked",0,0.0043,0.0231,0.0384,0.0468,0.08,0.0813,0.1422,0.163,0.1908,0.2301,21,"male",1,1
"217","271","peaked",0.0787,0.0787,0.0787,0.0953,0.0817,0.0787,0.0787,0.0787,0.1937,0.0787,0.0787,37,"male",1,1
"218","272","peaked",0.0019,4e-04,0,0.0012,0,0,0.0883,0.1957,0.4168,0.2937,0.0019,18,"male",1,1
"219","273","peaked",0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.1433,0.697,0.1441,0.0045,32,"male",1,1
"220","274","peaked",0.002,1e-04,0.0031,7e-04,0.0012,0.0026,0.0309,0.0942,0.7356,0.097,0.0326,22,"male",1,1
"221","275","peaked",0,0,0,0,0,0,0.1168,0.1177,0.582,0.1835,0,20,"male",1,1
"222","276","peaked",0.0034,0.0034,0.1833,0.0034,0,6e-04,0.0106,0.0014,0.785,0.0034,0.0054,25,"male",1,1
"223","277","peaked",0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.1,0.6737,0.1863,0.005,20,"male",1,1
"224","278","peaked",0,0.01,0.023,0.0315,0.0448,0.069,0.079,0.109,0.5742,0.0596,0,18,"male",1,1
"225","280","peaked",0.001,3e-04,0.0031,0.0026,0.0022,9e-04,0.1122,0.2417,0.538,0.0977,2e-04,23,"male",1,1
"226","281","peaked",3e-04,3e-04,3e-04,3e-04,3e-04,3e-04,3e-04,0.199,0.798,3e-04,3e-04,30,"male",1,1
"227","286","peaked",0.0713,0.0186,0.017,0.0159,0.0442,0.0242,0.0147,0.0248,0.737,0.0176,0.0147,20,"male",1,1
"228","287","peaked",0,0,0,0,0,0.0546,0.0633,0.146,0.6804,0.0557,0,18,"male",1,1
"229","288","peaked",0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.1422,0.707,0.1362,4e-04,20,"male",1,1
"230","289","peaked",0.0033,0.0033,0.0033,0.0033,0.0033,0.0053,0.1596,0.7923,0.0227,0,0.0033,21,"male",1,1
"231","290","peaked",0.02,0.02,0.02,0.0206,0.02,0.02,0.02,0.02,0.7994,0.02,0.02,19,"male",1,1
"232","292","peaked",0.0037,0.0068,0,0,0,0.0391,0.0561,0.0191,0.7971,0.0345,0.0437,18,"male",1,1
"233","293","peaked",0.0418,0.0403,0.0403,0.0403,0.0403,0.0403,0.0403,0.5952,0.0403,0.0403,0.0403,21,"male",1,1
"234","294","peaked",0,0.02,0.0233,0.0267,0.0367,0.0633,0.1033,0.147,0.5723,0.0073,0,20,"male",1,1
"235","296","peaked",0,0,0,0,0,0,0,0.5099,0.4441,0.0459,0,42,"male",1,1
"236","297","peaked",0.0216,0.0216,0.0738,0.0546,0.0562,0.0216,0.0216,0.0466,0.4993,0.1013,0.0818,30,"male",1,1
"237","298","peaked",0.0024,8e-04,0.0028,0.0022,0.0027,2e-04,0.0017,0.1741,0.6351,0.1779,2e-04,18,"male",1,1
"238","299","peaked",0,0,0,0,0,0.0165,0.0579,0.2481,0.4794,0.198,0,43,"male",1,1
"239","300","peaked",0,0,0,0,0,0,0,0,0.99,0.01,0,25,"male",1,1
